2015-06-26,POS Withdrawal - HAUNTEDHIST 7700 EASTPORT PARKWAY  5048612727   LAUS - Card Ending In 2000,-104
2015-06-26,POS Withdrawal - M NAILS 12376 STATE ROAD 535   ORLANDO      FLUS - Card Ending In 2000,-47
2015-06-26,POS Withdrawal - SHELL OIL 575298809QPS 13725 S APOPKA VINELANDORLANDO      F - Card Ending In 2000,-28.93
2015-06-26,POS Withdrawal - MCDONALD'S F4802 3611 NORTH MAIN        HOUSTON      TXUS - Card Ending In 7090,-15.01
2015-06-26,POS Withdrawal - APL* ITUNES.COM/BILL 1 INFINITE LOOP        866-712-7753 CAU - Card Ending In 7090,-10.65
2015-06-26,POS Withdrawal - TIGER TRUCK STOP 76730 GARNER LANE      GROSSE TETE  LAUS - Card Ending In 7090,-5.94
2015-06-26,POS Withdrawal - MCDONALD'S F4802 3611 NORTH MAIN        HOUSTON      TXUS - Card Ending In 7090,-5.41
2015-06-26,POS Withdrawal - 542929800096307 ROUSES MARKET # 30     NEW ORLEANS  LAUS - Card Ending In 7090,-5.08
2015-06-26,POS Withdrawal - MCDONALD'S F4802 3611 NORTH MAIN        HOUSTON      TXUS - Card Ending In 7090,-2.15
2015-06-27,ATM Withdrawal - ULTRON PROCESSI HARRAH'S NEW ORLEANS   NEW ORLEANS  LAUS - Card Ending In 2000,-405.99
2015-06-27,POS Withdrawal - NEW ORLEANS CC  CONC 900 Convention Center BNEW ORLEANS  LAU - Card Ending In 2000,-38
2015-06-27,POS Withdrawal - NEW ORLEANS CC  CONC 900 Convention Center BNEW ORLEANS  LAU - Card Ending In 2000,-13.25
2015-06-27,POS Withdrawal - SOUTHWESTAIR*INFLIGHT 2702 Love Field Dr     DALLAS       TX - Card Ending In 2000,-5
2015-06-27,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,100
2015-06-27,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,240
2015-06-27,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,400
2015-06-28,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,300
2015-06-29,POS Withdrawal - MURIEL'S JACKSON SQUAR 801 CHARTRES ST        NEW ORLEANS  L - Card Ending In 2000,-178.35
2015-06-29,POS Withdrawal - GROUPON INC 600 W Chicago Ave      877-788-7858 ILUS - Card Ending In 2000,-72
2015-06-29,POS Withdrawal - IN *4-1 EM2 SPORTS 4401 FREIDRICH LANE BLD512-4567726  TXUS - Card Ending In 2000,-65.4
2015-06-29,POS Withdrawal - GROUPON INC 600 W Chicago Ave      877-788-7858 ILUS - Card Ending In 2000,-48
2015-06-29,POS Withdrawal - NEW ORLEANS CC  CONC 900 Convention Center BNEW ORLEANS  LAU - Card Ending In 2000,-23.75
2015-06-29,POS Withdrawal - AMZN RENTAL LATE FEE 440 Terry Ave N        AMZN.COM/BILLWAU - Card Ending In 7090,-21.8
2015-06-29,POS Withdrawal - GOPARK LOT #5 414 Canal Street       NEW ORLEANS  LAUS - Card Ending In 7090,-13
2015-06-29,External Withdrawal - PAYPAL INSTANT TRANSFER - INST XFER,-10.87
2015-06-29,POS Withdrawal - CAFE BEIGNET I 334 B ROYAL ST         NEW ORLEANS  LAUS - Card Ending In 7090,-8.76
2015-06-29,External Withdrawal - PAYPAL INSTANT TRANSFER - INST XFER,-8.65
2015-06-29,POS Withdrawal - NEW ORLEANS CC  CONC 900 Convention Center BNEW ORLEANS  LAU - Card Ending In 2000,-8.5
2015-06-29,POS Withdrawal - NEW ORLEANS PARKING ME 165 ROOSEVELT WAY      NEW ORLEANS  L - Card Ending In 7090,-3
2015-06-29,POS Withdrawal - NEW ORLEANS PARKING ME 165 ROOSEVELT WAY      NEW ORLEANS  L - Card Ending In 7090,-3
2015-06-29,POS Withdrawal - GOOGLE *Google Storage 1600 Amphitheatre Pkwy GOOGLE.COM/CHC - Card Ending In 7090,-2.12
2015-06-29,Deposit - Mobile Banking,45.42
2015-06-29,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,90
2015-06-29,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,200
2015-06-30,ATM Withdrawal - ULTRON PROCESSI HARRAH'S NEW ORLEANS   NEW ORLEANS  LAUS - Card Ending In 7090,-205.99
2015-06-30,POS Withdrawal - PONTCHARTRAIN LANDING 6001 FRANCE RD         NEW ORLEANS  LA - Card Ending In 7090,-181.78
2015-06-30,POS Withdrawal - LUCKY PIERRES 735 BOURBON ST         NEW ORLEANS  LAUS - Card Ending In 7090,-42
2015-06-30,POS Withdrawal - WM SUPERCENTER # Wal-Mart Super Center  NEW ORLEANS  LAUS - Card Ending In 2000,-34.46
2015-06-30,POS Withdrawal - LUCKY PIERRES 735 BOURBON ST         NEW ORLEANS  LAUS - Card Ending In 7090,-14
2015-06-30,POS Withdrawal - BASIN LOT 1205 ST LOUIS STREET   NEW ORLEANS  LAUS - Card Ending In 7090,-5
2015-06-30,POS Withdrawal - BASIN LOT 1205 ST LOUIS STREET   NEW ORLEANS  LAUS - Card Ending In 7090,-5
2015-07-01,POS Withdrawal - BATON ROUGE ZOO ADMIN 3601 THOMAS RD         BATON ROUGE  LA - Card Ending In 2000,-57.75
2015-07-01,POS Withdrawal - 87784 FLYING J #735          ORANGE       TXUS - Card Ending In 2000,-40.21
2015-07-01,POS Withdrawal - MCDONALD'S F24966 5700 S. CICERO CB-7    CHICAGO      ILUS - Card Ending In 7090,-14.64
2015-07-01,POS Withdrawal - HRUSKAS CHEVRON/HRUSKAS        ELLINGER     TXUS - Card Ending In 2000,-13.2
2015-07-01,POS Withdrawal - HRUSKAS CHEVRON/HRUSKAS        ELLINGER     TXUS - Card Ending In 2000,-9.04
2015-07-01,POS Withdrawal - BATON ROUGE ZOO SOUVEN 3601 THOMAS RD         BATON ROUGE  L - Card Ending In 2000,-7.07
2015-07-01,POS Withdrawal - NEW ORLEANS PARKING ME 165 ROOSEVELT WAY      NEW ORLEANS  L - Card Ending In 7090,-1.75
2015-07-02,POS Withdrawal - SUPER 8 1931 EAST FREEWAY      BAYTOWN      TXUS - Card Ending In 2000,-147.4
2015-07-02,ATM Withdrawal - RBFCU 1040 ROB SHELTON BLVD  DRIPING SPNGSTXUS - Card Ending In 2000,-120
2015-07-02,POS Withdrawal - STEAMBOAT'S ON THE LAK 1004 N LAKESHORE DR    LAKE CHARLES L - Card Ending In 2000,-107.19
2015-07-02,POS Withdrawal - HOTELTONIGHT 901 MARKET STREET SUIT8002082949   CAUS - Card Ending In 7090,-85
2015-07-02,External Withdrawal - PAYPAL INSTANT TRANSFER - INST XFER,-60
2015-07-02,POS Withdrawal - BIG EASY TRA* 5000 Old Gentilly Rd.  NEW ORLEANS  LAUS - Card Ending In 2000,-45.86
2015-07-02,POS Withdrawal - BYRNES PUB 1248 W 3rd Ave         COLUMBUS     OHUS - Card Ending In 7090,-32.58
2015-07-02,POS Withdrawal - FLAVORS OF INDIA 59 SPRUCE ST           COLUMBUS     OHUS - Card Ending In 7090,-28.73
2015-07-02,POS Withdrawal - TACO BELL #24768 500 W AIRLINE HWY.     LA PLACE     LAUS - Card Ending In 2000,-28.62
2015-07-02,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-20
2015-07-02,POS Withdrawal - PONTCHARTRAIN LANDING 6001 FRANCE RD         NEW ORLEANS  LA - Card Ending In 2000,-6.53
2015-07-02,POS Withdrawal - CREDIT CARD METER REVE 2700 IMPOUND LOT ROAD  COLUMBUS     O - Card Ending In 7090,-0.75
2015-07-02,Deposit - Mobile Banking,329.47
2015-07-03,POS Withdrawal - HEB  #611 598 EAST HWY US 290    DRIPPING SPRITXUS - Card Ending In 2000,-116.1
2015-07-03,POS Withdrawal - BUCA DI BEPPO-COLUMBUS 343 NORTH FRONT STREET COLUMBUS     O - Card Ending In 7090,-68.69
2015-07-03,POS Withdrawal - KROGER 2913 OLENTANGY         COLUMBUS     OHUS - Card Ending In 7090,-30.97
2015-07-03,POS Withdrawal - MILL RUN MOVIE TAV 3773 RIDGE MILL DR     HILLIARD     OHUS - Card Ending In 7090,-11
2015-07-03,POS Withdrawal - COLUMBUS CONV CENT CON 400 NORTH HIGH ST      COLUMBUS     O - Card Ending In 7090,-10.5
2015-07-03,POS Withdrawal - CVS/PHARMACY #07607 13510 W HWY 290        AUSTIN       TXUS - Card Ending In 2000,-10
2015-07-03,POS Withdrawal - BACKBLAZE BACKUP 7700 EASTPORT PARKWAY  6503523738   CAUS - Card Ending In 7090,-5
2015-07-03,POS Withdrawal - GOOGLE *SVCSAPPS_MATTH 1600 Amphitheatre Pkwy CC@GOOGLE.COMC - Card Ending In 7090,-5
2015-07-03,Dividend/Interest,0.05
2015-07-04,POS Withdrawal - ALAMO SLAUGHTER LANE R 5701 W SLAUGHTER LN    512-861-7060 T - Card Ending In 2000,-58.75
2015-07-04,POS Withdrawal - MILL RUN MOVIE TAV 3773 RIDGE MILL DR     HILLIARD     OHUS - Card Ending In 7090,-21.54
2015-07-04,POS Withdrawal - PANDA EXPRESS 1523 2044 NORTH HIGH STREET COLUMBUS     OHUS - Card Ending In 7090,-18.06
2015-07-04,POS Withdrawal - COLUMBUS CONV CENT CON 400 NORTH HIGH ST      COLUMBUS     O - Card Ending In 7090,-5.5
2015-07-04,POS Withdrawal - GOOGLE *SVCSAPPS_MARNI 1600 Amphitheatre Pkwy CC@GOOGLE.COMC - Card Ending In 7090,-5
2015-07-04,POS Withdrawal - CREDIT CARD METER REVE 2700 IMPOUND LOT ROAD  COLUMBUS     O - Card Ending In 7090,-1.75
2015-07-05,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-30
2015-07-05,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-20
2015-07-06,Withdrawal - Shared Branch 5029 KYLE CENTER DR     KYLE          TX,-350
2015-07-06,POS Withdrawal - 102866929970 AMERICAN 7645 E 63RD ST         COLUMBUS     OH - Card Ending In 7090,-50
2015-07-06,POS Withdrawal - 879257 HEB #611               DRIPPING SPRITXUS - Card Ending In 2000,-41.8
2015-07-06,POS Withdrawal - AMERICAN FIREWORKS 1315 HWY 71 W          BASTROP      TXUS - Card Ending In 2000,-37.65
2015-07-06,POS Withdrawal - DOUBLE COMFORT LLC 505 N HIGH ST          COLUMBUS     OHUS - Card Ending In 7090,-37.18
2015-07-06,External Withdrawal - PAYPAL INSTANT TRANSFER - INST XFER,-34.94
2015-07-06,POS Withdrawal - MAX&ERMA'S 1317 N HAMILTON RD     GAHANNA      OHUS - Card Ending In 7090,-28.9
2015-07-06,POS Withdrawal - ALAMO DRAFTHOU00002469 5701 SLAUGHTER LANE    AUSTIN       T - Card Ending In 2000,-20.14
2015-07-06,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-20
2015-07-06,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-20
2015-07-06,POS Withdrawal - GREAT AMER BAG22631329 10000 WEST OHARE WAY   CHICAGO      I - Card Ending In 7090,-16.99
2015-07-06,POS Withdrawal - EXXONMOBIL    97671127 1773 E 5TH AVE         COLUMBUS     O - Card Ending In 7090,-13.89
2015-07-06,External Withdrawal - PAYPAL INSTANT TRANSFER - INST XFER,-13
2015-07-06,POS Withdrawal - APPLEBEES 877598287758 480 ACKERMAN RD        COLUMBUS     O - Card Ending In 7090,-9.82
2015-07-06,External Withdrawal - PAYPAL INSTANT TRANSFER - INST XFER,-8.6
2015-07-06,External Withdrawal - PAYPAL INSTANT TRANSFER - INST XFER,-4
2015-07-06,POS Deposit - ALAMO SLAUGHTER LANE R 5701 W SLAUGHTER LN    AUSTIN       T - Card Ending In 2000,11.75
2015-07-06,Deposit - Online Banking Transfer from XXXXXXXXXX CK,20
2015-07-06,Deposit - Mobile Banking,20
2015-07-07,POS Withdrawal - AUSSIES BAR & GRILL 306 Barton Springs Rd  AUSTIN       TXUS - Card Ending In 7090,-104.5
2015-07-07,POS Withdrawal - 879257 HEB #611               DRIPPING SPRITXUS - Card Ending In 2000,-57.61
2015-07-07,POS Withdrawal - HUNAN LION 4006 S LAMAR SUITE 1000AUSTIN       TXUS - Card Ending In 2000,-49.08
2015-07-07,POS Withdrawal - SQ *TRAVIS AUTO GROUP 1958-2342 East Highway Dripping SpriTX - Card Ending In 7090,-42.21
2015-07-07,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-27
2015-07-07,POS Withdrawal - AMAZON MKTPLACE PMTS 440 Terry Ave N        AMZN.COM/BILLWAU - Card Ending In 7090,-25.99
2015-07-07,POS Withdrawal - Amazon Video On Demand 1200 12th Ave          866-216-1072 W - Card Ending In 7090,-5.33
2015-07-07,POS Withdrawal - 75901 CORNER STORE 13        DRIPPING SPRITXUS - Card Ending In 7090,-4.91
2015-07-07,POS Withdrawal - AMAZONDIGITALSVCS 440 TERRY AVE N        866-216-1072 WAUS - Card Ending In 7090,-4.26
2015-07-07,POS Withdrawal - Amazon Video On Demand 1200 12th Ave          866-216-1072 W - Card Ending In 7090,-3.19
2015-07-07,Deposit - Online Banking Transfer from XXXXXXXXXX CK,70
2015-07-07,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,500
2015-07-08,POS Withdrawal - XXXXXXXXXX86 O'REILLY AUTO PARTS 49 AUSTIN       TXUS - Card Ending In 7090,-125.31
2015-07-08,POS Withdrawal - IPIC THEATERS AUSTIN 3225 AMY DONOVAN PLZ   512-568-3400 TXU - Card Ending In 2000,-72
2015-07-08,External Withdrawal - FCU  -  Cr,-70
2015-07-08,POS Withdrawal - PAPAYA CLOTHING TXQ 11010 DOMAIN DR STE 100AUSTIN       TXUS - Card Ending In 7090,-68.26
2015-07-08,POS Withdrawal - 4029357733 2211 North First StreetSan Jose     CAUS - Card Ending In 2000,-37.61
2015-07-08,POS Withdrawal - 4029357733 2211 North First StreetSan Jose     CAUS - Card Ending In 2000,-35
2015-07-08,POS Withdrawal - HILL COUNTRY PIZZE 598 E US 290 #250      DRIPPINGS    TXUS - Card Ending In 2000,-27.17
2015-07-08,POS Withdrawal - 878813 HEB #227               AUSTIN       TXUS - Card Ending In 7090,-26.11
2015-07-08,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-15
2015-07-08,POS Withdrawal - JACK IN THE BOX #0907 1151 AIRPORT BLVD      AUSTIN       TX - Card Ending In 7090,-7
2015-07-08,Deposit - Online Banking Transfer from XXXXXXXXXX CK,15
2015-07-08,Deposit - Online Banking Transfer from XXXXXXXXXX CK,20
2015-07-09,POS Withdrawal - 879257 HEB #611               DRIPPING SPRITXUS - Card Ending In 2000,-98.39
2015-07-09,POS Withdrawal - IPIC AUSTIN F&B 3225 AMY DONOVAN PLZ   AUSTIN       TXUS - Card Ending In 2000,-74.96
2015-07-09,POS Withdrawal - JUNIOR VOLLEYBALL ASSO 425 WOODWARD STREET    05124798776  T - Card Ending In 2000,-50
2015-07-09,POS Withdrawal - IPIC AUSTIN F&B 3225 AMY DONOVAN PLZ   AUSTIN       TXUS - Card Ending In 2000,-25.18
2015-07-09,External Withdrawal - FCU  -  Ca,-25
2015-07-09,POS Withdrawal - GOODWILL 1235 BRODIE 9801 BRODIE LANE       AUSTIN       TXU - Card Ending In 7090,-14.46
2015-07-09,POS Withdrawal - IPIC AUSTIN F&B 3225 AMY DONOVAN PLZ   AUSTIN       TXUS - Card Ending In 7090,-13.82
2015-07-10,POS Withdrawal - XXXXXXXXXX81 OREILLY AUTO PARTS 441 DRIPPING SPRITXUS - Card Ending In 2000,-67.08
2015-07-10,POS Withdrawal - 88513 HEB GAS-CAR WAS        DRIPPING SPR TXUS - Card Ending In 7090,-65.84
2015-07-10,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-30
2015-07-10,POS Withdrawal - 682723007912 DELTA 1020 DELTA BLVD        AUSTIN       TXUS - Card Ending In 2000,-25
2015-07-10,POS Withdrawal - 682725003380 DELTA 1020 DELTA BLVD        AUSTIN       TXUS - Card Ending In 2000,-25
2015-07-10,POS Withdrawal - NST THE HOME DEPOT 730845 260 EAST HWY 290       DRIPPING SP - Card Ending In 7090,-8.63
2015-07-10,POS Withdrawal - 4029357733 2211 North First StreetSan Jose     CAUS - Card Ending In 2000,-8.47
2015-07-10,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,500
2015-07-11,POS Withdrawal - TONY C'S COAL FIRED PI 12800 HILL COUNTRY BLVDBEE CAVE     T - Card Ending In 2000,-71.58
2015-07-11,POS Withdrawal - RANDALLS STORE 185 9911 BRODIE LANE       AUSTIN       TXUS - Card Ending In 7090,-53.99
2015-07-11,POS Withdrawal - AUSSIES BAR & GRILL 306 Barton Springs Rd  AUSTIN       TXUS - Card Ending In 7090,-47.91
2015-07-11,POS Withdrawal - OLD NAVY ON-LINE 5900 N MEADOWS DR      800-OLDNAVY  OHUS - Card Ending In 2000,-33.06
2015-07-12,POS Withdrawal - RANDALLS STORE 2485 2025 W  BEN WHITE BLVD AUSTIN       TXUS - Card Ending In 2000,-93.32
2015-07-13,POS Withdrawal - CHEVRON 0210247 3909 SOUTH CONGRESS AVEAUSTIN       TXUS - Card Ending In 7090,-43.54
2015-07-13,POS Withdrawal - SQ *MICHAEL MCKELVEY 3839 Airport Boulevard Austin       TXU - Card Ending In 2000,-20
2015-07-13,POS Withdrawal - SUBWAY        03011137 2315 SOUTH CONGRESS    AUSTIN       T - Card Ending In 2000,-17.1
2015-07-13,POS Withdrawal - P TERRY'S BURGER STAND 204 Ben White          AUSTIN       T - Card Ending In 7090,-6.28
2015-07-13,POS Withdrawal - MOONTOWER SALOON FOOD 10212 MANCHACA RD      AUSTIN       TX - Card Ending In 7090,-6
2015-07-13,POS Withdrawal - XXXXXXXXXX81 OREILLY AUTO PARTS 441 DRIPPING SPRITXUS - Card Ending In 2000,-5.39
2015-07-13,POS Withdrawal - MCDONALD'S F10125 2114 SLAUGHTER LN      AUSTIN       TXUS - Card Ending In 7090,-4.75
2015-07-13,POS Withdrawal - APL* ITUNES.COM/BILL 1 INFINITE LOOP        866-712-7753 CAU - Card Ending In 7090,-4.26
2015-07-13,POS Withdrawal - NAPA AUTO PARTS 000382 3820 S CONGRESS AVE    AUSTIN       T - Card Ending In 7090,-2.15
2015-07-13,Deposit - Online Banking Transfer from XXXXXXXXXX SAV,70
2015-07-14,POS Withdrawal - 879257 HEB #611               DRIPPING SPRITXUS - Card Ending In 2000,-98.93
2015-07-14,External Withdrawal - FCU  -  Rx,-70
2015-07-14,POS Withdrawal - 151877 SHELL Service S        AUSTIN       TXUS - Card Ending In 7090,-45.08
2015-07-14,POS Withdrawal - TXTAG 888 468 9824 12719 BURNET RD        888-4689824  TXUS - Card Ending In 7090,-40
2015-07-14,External Withdrawal - FCU  -  Rx,-24.09
2015-07-14,External Withdrawal - FCU  -  ur,-20
2015-07-14,POS Withdrawal - WALGREENS 27495 RANCH ROAD 12    DRIPPING SPRITXUS - Card Ending In 2000,-18.59
2015-07-14,POS Withdrawal - 67107022949 THE HOME DEPOT 8995    DRIPPING SPRITXUS - Card Ending In 7090,-2.55
2015-07-14,Deposit - Online Banking Transfer from XXXXXXXXXX CK,200
2015-07-15,POS Withdrawal - 879257 HEB #611               DRIPPING SPRITXUS - Card Ending In 2000,-206.14
2015-07-15,Withdrawal - Online Banking Transfer To XXXXXXXXXX CK,-93.96
2015-07-15,POS Withdrawal - Amazon.com 1200 12TH AVE          AMZN.COM/BILLWAUS - Card Ending In 7090,-12.14
2015-07-15,IAT Withdrawal - IAT PAYPAL  J22222572DE3C  SKYPE COMMUNICATIONS SARL,-10
2015-07-15,POS Withdrawal - Amazon.com 1200 12TH AVE          AMZN.COM/BILLWAUS - Card Ending In 7090,-8.61
2015-07-15,POS Withdrawal - AMAZON MKTPLACE PMTS 440 Terry Ave N        AMZN.COM/BILLWAU - Card Ending In 7090,-5.65
2015-07-15,POS Withdrawal - Amazon.com 1200 12TH AVE          AMZN.COM/BILLWAUS - Card Ending In 7090,-4.79
2015-07-15,POS Withdrawal - 75901 CORNER STORE 13        DRIPPING SPRITXUS - Card Ending In 2000,-3.51
2015-07-15,POS Withdrawal - MCDONALD'S F27395 333 W HWY 290 EAST     DRIPPING SPRITXUS - Card Ending In 7090,-2.7
2015-07-15,Deposit - Online Banking Transfer from XXXXXXXXXX CK,75
2015-07-16,POS Withdrawal - CORNER STORE 1318 13810 SAWYER RANCH RD  DRIPPING SPRITXUS - Card Ending In 7090,-45.28
2015-07-16,POS Withdrawal - DRIPPING SPRINGS DENTA 2150 HWY 290 E         DRIPPING SPRIT - Card Ending In 2000,-40
2015-07-16,POS Withdrawal - 75901 CORNER STORE 13        DRIPPING SPRITXUS - Card Ending In 2000,-23.3
